Lipids,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68
PC(O-18:0/22:6),169285,97554,576,183448,157152,139764,118481,148737,188622,235451,148145,62589,103127,169438,198031,97007,169023,191539,158033,127508,60965,77419,78642,173818,112454,132792,153833,137748,94217,106733,117958,174450,226943,130494,152919,110449,166881,109099,81348,40220,41607,165040,91318,152350,162866,107815,139900,95621,38037,122608,83435,31016,126877,81690,53608,34,30547,79371,31255,96248,46507,110490,58322,120116,37243,72208,94874,127243
PE(P-20:0/20:4),167873,150591,1144,200162,201975,179309,173031,193216,205187,234035,220439,182349,209949,210654,277749,239234,235045,221607,220158,142696,157195,128746,140295,210009,143985,159273,197826,142151,195148,150180,172604,204241,251420,146935,180682,148784,212495,127385,145395,146688,146600,147740,100393,191251,148739,127863,162640,126495,138358,141590,131649,100093,141263,92779,84063,497,87302,94640,89961,130598,105498,118075,107290,132850,126921,113271,106508,126504
TG(51:1) ,164828,221158,7615,174395,224334,213347,60426,302953,235848,107571,287490,198325,168857,69279,73116,52438,73353,208386,229856,419330,137282,262516,95929,54016,145493,194119,49877,295114,138923,41817,153222,229176,88276,148058,81360,249436,58208,42734,45464,149761,157205,138713,79343,111092,120097,34828,34497,143064,35737,34866,118779,78656,33418,112315,92838,3200,65851,79504,58383,26231,102889,116826,26834,32521,32715,21740,147625,107697
Cer(d18:1/24:0),164040,135237,5553,102573,107286,96446,138494,132191,102869,123212,104317,124721,89077,90930,99963,87153,103450,106137,172450,105530,105226,110023,91191,86993,97739,112956,97747,120286,135490,122801,117957,112865,112596,114069,108602,109956,89928,104606,108394,90723,99759,111900,95044,138469,121668,105271,93221,87570,90760,97454,99173,84981,90937,92250,87207,613,62942,82283,66269,85041,87920,102172,81721,84971,92509,68663,92388,79208
AC(16:1),163661,87683,3473,109984,78771,106035,46227,140668,120152,95774,124588,75668,113775,96555,113755,100283,88398,116912,68009,95237,96289,81644,89851,81674,101221,71299,86753,91062,68900,64934,87377,221029,149507,95026,78044,62971,124803,109845,74059,81197,59838,159806,118578,137471,139216,84000,100794,102260,103663,69547,98614,85160,81378,71621,79635,919,79270,84582,95560,103184,87251,81852,57617,106053,77748,71992,97783,120187
TG(56:8) ,162596,85529,7676,104443,133683,114133,146246,133022,157426,294502,169353,123127,157444,174504,251487,202166,176692,175170,157833,69888,87699,77518,87574,159580,109069,137801,157764,90667,108030,95291,92512,194426,368508,98079,185679,80708,175968,94883,119065,125184,96515,149365,74973,251289,143970,102826,152570,105487,96766,122623,106708,56787,108947,57798,62026,2449,51993,62589,78659,95902,84707,86190,93274,110072,108050,92812,68483,95229
PG(36:1),155748,124653,1290,143717,152353,124506,123507,161962,135012,139546,133373,138361,135176,139044,143449,126706,135640,137421,139399,111367,114890,96325,85796,140251,109574,108293,123932,119572,102891,103042,116793,107186,122102,115708,128281,106425,119275,95851,107816,114717,100173,99497,76919,127075,105350,81109,91527,84123,81706,93511,103326,66109,92495,71195,56179,118,58913,67968,66420,66239,84481,84002,61458,84851,85824,64932,69854,81388
PE(P-18:0/18:2),155633,104429,473,134617,98142,74666,93944,37037,29608,124904,124268,35470,73855,90572,122309,87207,80932,78799,132747,112919,74380,40603,50913,107718,52351,71548,83982,70903,110574,79963,68410,72257,104206,109125,87883,94617,88755,36158,72780,61188,82618,59869,69057,109150,62541,73144,56861,84051,60885,70944,109064,44409,65765,68889,21150,23,52654,49104,62395,50644,8324,84568,41017,63935,72733,54294,75289,78461
PC(O-16:0/22:6),149772,101392,104873,59455,112745,56362,99516,119620,133165,153296,136315,60112,86170,71017,155725,91694,121359,127227,78283,113256,123630,51005,100801,129683,107475,54856,139329,117575,61284,99368,92555,160659,224881,126177,129554,49689,83094,101449,47210,126967,136465,167196,101438,137894,151770,108626,68689,123526,118353,52991,130136,103263,48933,98944,105563,1079,65717,45253,126509,117571,80439,44799,65685,135139,128313,36461,41883,55834
TG(53:2) ,147762,345011,2621,167962,312186,206388,50612,311613,234683,154642,315552,185634,139675,74786,69860,56469,68131,209916,215961,444180,129674,295984,73558,46770,134550,215703,44188,378622,106984,29918,163902,216088,86997,142040,88439,237243,51790,110820,37622,146782,197333,148899,57952,95053,89875,22794,30238,282689,28723,27825,86824,60836,24322,123203,87353,276,64938,63295,61690,20880,88540,216339,23998,22022,23132,18342,167141,119062
PE(16:0_18:2),147500,211598,138,167331,153130,265542,189853,200814,142460,235935,182976,17295,95380,169123,259705,138803,215835,232835,159158,201743,141721,189215,179876,276500,198052,28188,170977,78888,74808,126882,55381,178859,223360,167158,164599,195717,178677,212237,151094,11202,33710,20822,144424,196255,15333,145096,133671,185302,126815,132855,76380,47408,165982,31198,75323,33,25492,30294,127250,94081,121464,176679,85119,119384,135431,124180,131095,126479
Cer(d18:1/23:0),146382,134318,5397,108302,124603,112220,143523,128538,105780,120381,121982,127479,104971,96572,103121,100946,110360,116148,163138,108132,121978,127069,113286,96269,109537,123084,104047,127926,142132,133991,126963,137152,112951,123018,131250,117171,100999,122039,119796,108578,123453,129869,112094,150446,142639,117303,101316,98598,96999,104260,118708,99228,99960,113179,103100,393,80695,97777,90184,96753,107944,119642,88464,91199,107294,84977,109099,99033
PC(P-16:0/16:0),145832,135117,5527,167853,140040,155239,71112,96044,158857,140535,153113,135564,172828,120385,124001,121223,116265,142083,179182,152668,150395,126291,130974,110442,137833,150910,110635,168116,95537,91662,118935,176044,130296,151092,121654,9804,122237,120741,96054,148673,100556,201879,145608,119679,153361,110422,120162,161828,109621,107819,96830,129219,107705,130066,132610,737,119283,152125,140224,115102,142784,144673,92861,120526,100382,113451,151867,173297
SM(d18:1/22:0)/SM(d16:1/24:0),142482,187085,13997,132547,226286,295719,206652,165794,178050,260408,203896,118107,211843,302309,215946,174631,221990,156490,266664,183425,261691,372515,256588,210721,281788,109759,313356,181352,282162,200261,289862,251746,117285,282087,268150,287213,302314,287479,278964,311901,372432,283924,403171,228424,258420,421145,277131,121974,243510,258864,293801,293623,216384,61572,298065,2658,115098,158796,19339,466286,449321,489985,407509,478316,,289477,446573,352689
PC(36:5) ,141908,95013,2895,103043,161589,132037,91758,179385,128679,166160,146706,45686,205968,129553,123524,151503,44987,89789,130923,104167,154329,109315,118523,87677,354707,156322,127174,219428,182717,127338,116143,223492,214601,166227,46775,145145,155036,148870,129828,99900,143889,210577,520253,204168,197028,154224,413820,164362,120154,88792,136662,157424,149415,88078,284687,376,157437,356017,273409,297153,163545,127380,227482,155721,35760,105142,169820,352450
PE(18:0_18:1),134101,84032,864,66592,75385,57052,92519,62492,88898,108512,80404,59801,87692,84095,122818,116440,219246,65730,97061,84662,42727,76346,40628,101216,49676,88431,106570,86490,50434,95819,77559,24579,91616,32607,118278,41252,95027,47002,53889,71713,99832,63174,34726,139211,99974,83465,74394,47843,66818,93524,49993,34992,85134,60642,10943,27,21655,26724,37442,31325,34057,73610,50413,70884,83273,63768,38673,52891
PC(P-38:5) ,130311,39214,131028,141791,75868,130914,44827,157005,145172,228129,149622,98150,152694,141889,145868,157292,128306,213092,143216,113146,77644,70892,115106,126697,127530,138114,133468,120027,122142,58583,49178,233328,171512,120321,144473,69256,164418,105303,100595,136879,133991,163991,131485,155045,140634,134596,145977,84638,132733,50102,239426,122120,105261,94098,96744,3097,96691,31952,34711,127172,104263,37164,91581,123300,115450,122005,125204,121513
TG(O-52:1) ,125833,157570,5227,110936,158880,136333,44700,166575,161926,89864,229943,131386,116036,48121,55295,39151,56844,178547,163332,288475,70124,192102,69039,44668,101542,118886,32688,219625,95205,33012,118353,166138,60561,108967,54003,184644,40885,100894,30437,106100,115564,110247,42673,77345,76855,26552,28323,102767,29359,23891,89449,52154,20604,72551,71122,1696,41668,51703,50761,22975,78231,136632,15460,20538,21664,18299,53100,56506
PI(37:4),122941,75984,823,99705,116250,86017,54699,143890,131900,118975,126911,84462,134399,60851,89335,67395,77254,157578,142192,72694,75523,55808,59497,72322,65022,77787,60991,66145,72291,44883,87526,146793,116511,84893,67418,67907,65832,65082,43556,76922,62977,84863,47807,101853,102706,35850,40298,60685,36963,40099,78455,35840,35882,39034,31921,72,29078,31895,50059,28296,51736,56165,21438,33388,36025,25671,39699,52099
SM(40:2) ,119479,1309089,11649,138987,153463,150968,120800,157236,1668490,129899,112177,1308456,137040,138876,166067,258706,143054,128659,141905,115472,143601,149311,133194,111110,171358,90129,147457,118771,69434,147432,128431,139523,1535971,168390,114201,118494,166465,168838,213788,148782,153689,152138,158084,98142,155878,122359,144776,157683,99596,160202,163650,176678,71243,248726,171308,551,223783,178304,84534,155183,134431,169620,141068,138103,1078548,157088,159992,247397
SHexCer(d18:1/24:0(OH)),118159,155121,57786,102963,104514,124352,181978,100139,86462,65164,97701,144559,103526,129478,99146,128504,116731,71245,112395,196559,151156,238193,215223,109253,205114,190393,151003,141726,152250,237178,168383,76192,39772,174311,133696,200598,129753,256031,233728,142354,221019,102956,282856,69147,112550,272419,201172,214031,259399,235166,213770,323975,211641,315251,356561,3790,318660,315487,281201,299483,258204,248677,410888,248277,244859,297848,274377,223014
PE(P-20:0/22:6),116599,94019,1687,123449,127683,110387,99991,130638,125935,116380,123594,121673,134106,117690,148595,127935,124961,138322,113683,97303,94720,86201,102922,129487,104003,104594,118662,93035,113499,88599,125792,135406,136653,103547,107674,96358,117895,92926,83045,96584,102597,97131,69715,105582,95122,82684,96581,95968,84897,88757,88706,68468,98814,69381,64644,15,70209,72306,80318,85328,80375,84667,72286,82643,86059,81865,71694,91326
TG(O-52:2) ,115752,260958,4858,179211,265561,164309,34674,238202,237070,108107,299535,168360,89430,39897,37296,30410,34770,174379,183800,564363,107174,252539,69334,28305,119263,233972,19890,420618,84673,15118,130912,194341,47823,97857,59201,205784,29831,103913,21384,120231,153699,129903,37227,67033,62879,13197,16907,260760,15994,15909,69132,51362,16158,100072,84640,2732,59989,62339,49253,13935,67564,216772,16516,14118,14742,11710,150016,107949
TG(O-50:1) ,114881,177366,9577,152444,172457,146426,25792,233830,187873,55240,253819,145996,122686,26724,31419,24468,25608,157312,166046,393821,95594,224887,74608,22587,103342,164525,18879,296398,95596,22880,112282,184777,31456,90714,30124,207469,24240,92372,18188,92672,103244,102192,52603,62887,80623,13427,17256,168513,18294,16672,84810,60858,15203,76053,67712,3390,43659,65479,51534,14675,75571,170809,8306,14784,14713,12411,127530,75271
SM(d18:1/20:0)/SM(d16:1/22:0),113062,159173,14043,175765,179094,75931,182021,85006,93439,117093,215568,227427,220209,217934,244333,237325,56935,88684,234695,189983,122842,196926,215893,240963,224682,219639,184909,223901,222950,215636,228870,243800,194313,214695,109156,233474,254316,14238,221388,56054,240294,234125,222362,258998,240857,102617,250282,238775,66103,108938,241213,214337,240099,217686,213364,1211,211747,220072,88626,237794,215010,202938,233907,238076,215359,226666,234174,254452
PE(P-17:0/20:4) ,112261,99016,932,115334,118623,102646,71243,127144,128936,136722,127878,100478,126236,93050,114713,90509,93857,130913,153736,100377,110844,83482,85940,93019,95962,105032,84885,103106,129497,68984,94835,124209,120842,106767,96830,86831,104166,83114,72131,102896,104327,121457,92482,115568,119730,78060,82754,98322,78518,79875,106301,73965,72935,72106,69612,295,64269,67818,80456,59910,87754,80977,49133,71122,74149,64907,78114,94530
PC(34:3) ,111928,26024,323,11737,101644,34780,62702,171656,198648,23799,17969,98102,111686,207398,473481,375000,362182,102210,102862,30736,30625,20250,36819,37106,13516,157216,36362,20435,108887,25276,18755,42951,539652,15681,369388,159317,437693,34728,33884,36158,24191,30411,37951,57575,336464,46120,34657,43694,51116,50171,57263,18401,57964,16060,39638,693,29460,26710,16352,58852,35711,23329,18011,27612,33054,53552,27749,35571
PE(37:4) ,107360,102401,2517,97356,104235,112276,82115,121290,92971,66102,93735,101886,97620,69853,83773,68815,66568,91825,100192,96086,91176,99419,91627,71856,100075,93983,70505,89996,110852,77309,100599,102300,62248,100563,71973,106787,74629,100782,71912,95697,101845,87341,95648,65530,82524,74937,63699,97064,71879,73767,96959,84943,63962,96760,87451,379,74351,84410,103006,60861,94321,96691,60557,70519,68870,62721,90007,89259
Cer(d18:1/16:0),102519,97870,4072,84452,96897,80429,95839,96195,82528,79117,87240,101378,95480,75095,98399,90837,90043,89612,117720,76983,78533,74632,73622,75499,89328,85601,77543,75711,97629,82729,87231,88083,93457,89773,70884,78981,81205,74025,78290,72011,73536,71067,72323,80879,69064,69965,75535,67668,66769,73928,68956,52769,65579,60836,54952,682,52255,66410,60443,69210,71782,63324,71876,54588,62214,53217,61464,70483
HexCer(d18:2/20:0),102269,27230,173,122846,84757,13808,81146,13452,5155,14625,106312,43941,111584,42308,15909,37800,13470,16569,84482,37921,93276,79302,73347,15503,11918,85148,12767,95599,9021,82595,81850,72921,116612,93432,12019,27587,12665,78775,11086,34497,37074,95022,28380,17341,41866,9446,84063,78763,78773,79835,11457,44548,41631,32739,62131,31,66622,61801,27043,28705,30478,79054,42791,34866,7311,24276,46611,77108
PE(P-20:0/18:1),101230,84595,9557,123379,110783,101715,83629,100350,131933,133828,126706,102875,126639,101101,137098,106668,114165,135427,129292,82878,88151,74004,83377,119195,79488,92296,84834,87435,112854,74323,94650,115178,143590,88968,90119,83327,99910,77897,71601,88531,88513,100391,66544,107867,96408,63336,79278,77426,74422,67178,81055,60433,60325,54713,55519,1206,59630,56338,47593,62628,68788,73683,50726,66720,65007,58882,60481,68472
PC(15:0_22:6),100367,76544,1087,90783,93386,104984,28674,142941,85000,34764,76311,82750,130986,33766,43455,39976,33346,86471,123251,91114,79313,79873,78961,40003,92262,90457,37438,99310,114500,29099,75050,130566,50014,99552,34361,83757,46736,96778,33075,109888,98023,129392,100631,44970,104231,35670,39227,109571,34844,35463,137235,71857,32480,79135,76216,186,68551,79511,89832,32733,85777,80812,21827,28685,37378,33474,85068,95836
